"tick","Total","Ave TSM"
760.1,18,0.486995
761.1,18,0.486808
762.1,18,0.486621
763.1,18,0.486435
764.1,18,0.486248
765.1,18,0.486062
766.1,18,0.485876
767.1,18,0.48569
768.1,18,0.485504
769.1,18,0.485319
770.1,18,0.485133
771.1,18,0.484948
772.1,18,0.484763
773.1,18,0.484579
774.1,18,0.484394
775.1,17,0.48421
776.1,17,0.484025
777.1,17,0.483841
778.1,17,0.483658
779.1,17,0.483474
780.1,17,0.48329
781.1,17,0.483107
782.1,17,0.482924
783.1,17,0.482741
784.1,17,0.482558
785.1,17,0.482376
786.1,17,0.482193
787.1,17,0.482011
788.1,18,0.481829
789.1,18,0.481647
790.1,18,0.481466
791.1,18,0.481284
792.1,18,0.481103
793.1,18,0.480922
794.1,18,0.480741
795.1,18,0.48056
796.1,18,0.48038
797.1,18,0.480199
798.1,18,0.480019
799.1,18,0.479839
800.1,18,0.479659
801.1,18,0.47948
802.1,18,0.4793
803.1,18,0.479121
804.1,18,0.478942
805.1,18,0.478763
806.1,18,0.478584
807.1,18,0.478405
808.1,18,0.478227
809.1,18,0.478049
810.1,18,0.477871
811.1,18,0.477693
812.1,18,0.477515
813.1,18,0.477338
814.1,18,0.47716
815.1,18,0.476983
816.1,18,0.476806
817.1,18,0.476629
818.1,18,0.476453
819.1,18,0.476276
820.1,18,0.4761
821.1,18,0.475924
822.1,18,0.475748
823.1,18,0.475572
824.1,18,0.475397
825.1,18,0.475221
826.1,18,0.475046
827.1,17,0.474871
828.1,17,0.474696
829.1,17,0.474521
830.1,17,0.474347
831.1,17,0.474173
832.1,17,0.473998
833.1,17,0.473824
834.1,17,0.473651
835.1,17,0.473477
836.1,17,0.473303
837.1,17,0.47313
838.1,17,0.472957
839.1,17,0.472784
840.1,18,0.472611
841.1,18,0.472439
842.1,18,0.472266
843.1,18,0.472094
844.1,18,0.471922
845.1,18,0.47175
846.1,18,0.471578
847.1,18,0.471407
848.1,18,0.471235
849.1,18,0.471064
850.1,18,0.470893
851.1,18,0.470722
852.1,18,0.470551
853.1,18,0.470381
854.1,18,0.47021
855.1,18,0.47004
856.1,18,0.46987
857.1,18,0.4697
858.1,18,0.469531
859.1,18,0.469361
860.1,18,0.469192
861.1,18,0.469023
862.1,18,0.468854
863.1,18,0.468685
864.1,18,0.468516
865.1,18,0.468347
866.1,18,0.468179
867.1,18,0.468011
868.1,18,0.467843
869.1,18,0.467675
870.1,18,0.467507
871.1,18,0.46734
872.1,18,0.467173
873.1,18,0.467005
874.1,18,0.466838
875.1,18,0.466672
